forretningsproces,kommunekode,registreringFra,virkningFra,status,byg007Bygningsnummer,byg021BygningensAnvendelse,byg026Opførelsesår,byg032YdervæggensMateriale,byg033Tagdækningsmateriale,byg037KildeTilBygningensMaterialer,byg038SamletBygningsareal,byg039BygningensSamledeBoligAreal,byg040BygningensSamledeErhvervsAreal,byg041BebyggetAreal,byg042ArealIndbyggetGarage,byg043ArealIndbyggetCarport,byg044ArealIndbyggetUdhus,byg045ArealIndbyggetUdestueEllerLign,byg046SamletArealAfLukkedeOverdækningerPåBygningen,byg047ArealAfAffaldsrumITerrænniveau,byg048AndetAreal,byg049ArealAfOverdækketAreal,byg050ArealÅbneOverdækningerPåBygningenSamlet,byg051Adgangsareal,byg053BygningsarealerKilde,byg054AntalEtager,byg056Varmeinstallation,byg057Opvarmningsmiddel,byg058SupplerendeVarme,byg069Sikringsrumpladser,byg133KildeTilKoordinatsæt,byg134KvalitetAfKoordinatsæt,byg135SupplerendeOplysningOmKoordinatsæt,byg136PlaceringPåSøterritorie,byg404Koordinat,byg406Koordinatsystem
4,101,2023-01-03T12:09:56.617418Z,2023-01-03T12:09:56.617418Z,6,1,120,1972,1,3,2,128,108,,128,,,,20,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(717701.4 6179436.68 0),5
4,101,2022-01-14T07:08:57.959503Z,2022-01-14T07:08:57.959503Z,6,70,120,1960,5,90,1,80,80,,80,,,,,,,,,,,1,1,3,4,3,,K,1,11,0,POINT Z(721819.96 6172034.54 0),5
8,101,2023-01-02T12:37:28.678474Z,2023-01-02T12:37:28.678474Z,6,1,120,1942,1,5,1,90,138,,90,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718670.95 6176052.16 0),5
8,101,2023-01-02T13:02:06.179413Z,2023-01-02T13:02:06.179413Z,6,1,120,1962,6,2,1,115,115,,115,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(721749.06 6181060.18 0),5
2,101,2022-01-17T06:08:38.883534Z,2022-01-17T06:08:38.883534Z,6,1,120,1934,1,5,1,110,110,,110,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719217.17 6178450.35 0),5
2,173,2022-01-17T08:53:13.850106Z,2022-01-17T08:53:13.850106Z,6,1,120,1942,5,2,5,179,179,,179,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(718615.34 6185978.35 0),5
5,173,2022-01-17T08:59:26.184626Z,2022-01-17T08:59:26.184626Z,6,1,120,1938,1,5,5,127,222,,127,,,,,,,,7,,,5,1,2,7,5,,K,1,31,0,POINT Z(717738.97 6189490.03 0),5
4,101,2022-01-17T09:29:52.60622Z,2022-01-17T09:29:52.60622Z,6,4,120,2022,1,4,1,182,182,,182,,,,,,,,,,,1,1,5,1,0,,K,1,11,0,POINT Z(718557.17 6176894.73 0),5
8,173,2023-01-03T06:32:06.683779Z,2023-01-03T06:32:06.683779Z,6,1,120,1954,1,1,5,113,154,,113,,,,,,,,13,,,5,1,5,1,,,K,1,31,0,POINT Z(717425.55 6188404.04 0),5
1,101,2023-01-03T07:51:50.198211Z,2023-01-03T07:51:50.198211Z,6,3,120,2021,1,5,1,157,157,,157,,,,,,,,11,,,1,1,1,,4,,K,1,11,0,POINT Z(725856.39 6172913.45 0),5
4,101,2023-01-03T07:58:07.362151Z,2023-01-03T07:58:07.362151Z,6,1,120,1943,1,5,1,134,200,,134,,,,24,,,,12,,,1,1,1,,90,,K,1,11,0,POINT Z(719025.23 6175785.26 0),5
8,173,2022-01-18T07:49:24.602484Z,2022-01-18T07:49:24.602484Z,6,1,120,1875,1,2,5,127,119,,127,,,8,,,,,,,,5,1,2,7,1,,K,1,31,0,POINT Z(716675.63 6187950.03 0),5
4,101,2023-01-03T08:35:08.444395Z,2023-01-03T08:35:08.444395Z,6,117,120,1918,1,5,1,73,135,,73,,,,,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(720812.07 6177699.31 0),5
2,101,2023-01-03T09:10:36.116488Z,2023-01-03T09:10:36.116488Z,6,1,120,1926,1,4,1,138,138,,138,,,,,,,,0,,,1,1,1,,90,,K,1,11,0,POINT Z(718007.92 6177308.93 0),5
2,101,2022-01-18T12:43:01.925417Z,2022-01-18T12:43:01.925417Z,6,1,120,1950,1,5,2,153,199,,153,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(722993.9 6180882.53 0),5
8,173,2022-01-19T06:37:33.773342Z,2022-01-19T06:37:33.773342Z,6,1,120,1905,1,90,1,80,144,,80,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(718630.85 6185138.73 0),5
8,173,2023-01-03T13:41:08.316561Z,2023-01-03T13:41:08.316561Z,6,1,120,1966,1,5,5,137,109,,137,,,,28,,,,14,,,5,1,5,1,,,K,1,31,0,POINT Z(717208.57 6188043.82 0),5
8,173,2023-01-03T13:41:29.826138Z,2023-01-03T13:41:29.826138Z,6,1,120,1958,1,4,1,174,174,,174,,,,,,,,2,,,5,1,2,7,,,K,1,31,0,POINT Z(722064.41 6189476.97 0),5
5,173,2023-01-03T13:43:35.706187Z,2023-01-03T13:43:35.706187Z,6,1,120,1963,1,6,1,209,209,,209,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(715797.7 6188808.7 0),5
8,173,2023-01-03T13:44:34.963858Z,2023-01-03T13:44:34.963858Z,6,1,120,1961,1,3,1,142,142,,142,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(721965.96 6189348.93 0),5
8,101,2022-01-19T09:11:48.552797Z,2022-01-19T09:11:48.552797Z,6,1,120,1958,1,2,2,149,149,,95,,,,,,,,,,,2,2,1,,90,,K,1,11,0,POINT Z(720559.31 6179904.42 0),5
8,173,2023-01-05T07:01:13.027466Z,2023-01-05T07:01:13.027466Z,6,1,120,1947,1,5,5,118,88,,118,,,,30,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716710.01 6188042.94 0),5
8,173,2023-01-03T17:52:14.665493Z,2023-01-03T17:52:14.665493Z,6,1,120,1965,1,2,1,214,214,,214,,,,,,,,15,,,5,1,2,7,5,,K,1,31,0,POINT Z(716360.32 6188479.22 0),5
8,173,2023-01-03T17:52:48.06849Z,2023-01-03T17:52:48.06849Z,6,1,120,1896,1,90,1,84,127,,84,,,4,8,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(721947.43 6189316.53 0),5
8,173,2023-01-04T05:14:14.041931Z,2023-01-04T05:14:14.041931Z,6,1,120,1905,1,5,1,69,123,,69,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(716470.34 6189121.27 0),5
8,173,2023-01-04T05:22:27.970477Z,2023-01-04T05:22:27.970477Z,6,1,120,1952,1,5,5,75,128,,75,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(717192.46 6188131.86 0),5
8,173,2023-01-04T05:39:26.307096Z,2023-01-04T05:39:26.307096Z,6,1,120,1945,1,5,5,149,149,,149,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(719707.36 6187867.32 0),5
8,173,2023-01-04T05:43:01.676441Z,2023-01-04T05:43:01.676441Z,6,1,120,1950,1,5,5,121,167,,121,,,,18,,,,85,,,2,1,2,7,2,,K,1,31,0,POINT Z(717408.51 6187339.13 0),5
8,173,2023-01-04T05:43:30.222564Z,2023-01-04T05:43:30.222564Z,6,1,120,1958,2,3,5,120,120,,120,,,,,,,,,,,5,1,2,7,,,K,1,31,0,POINT Z(721872.87 6188817.29 0),5
8,173,2023-01-04T06:13:52.094514Z,2023-01-04T06:13:52.094514Z,6,1,120,1960,1,5,5,105,165,,105,,,,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(716796.52 6188461.29 0),5
2,101,2022-01-19T11:26:41.076401Z,2022-01-19T11:26:41.076401Z,6,1,120,1968,1,3,1,122,122,,122,,,,,,,,10,,,1,1,1,,90,,K,1,11,0,POINT Z(728556.78 6172588.81 0),5
5,173,2023-01-04T07:43:28.963753Z,2023-01-04T07:43:28.963753Z,6,1,120,1968,1,5,5,145,209,,145,,,,,,,,,,,2,1,5,1,5,,K,1,31,0,POINT Z(720360.37 6188651.79 0),5
8,173,2023-01-05T07:04:24.757125Z,2023-01-05T07:04:24.757125Z,6,1,120,1953,1,2,2,168,168,,120,,,,,,,,,,,2,2,2,7,,,K,1,31,0,POINT Z(717372.07 6188282.14 0),5
5,173,2023-01-04T08:02:07.774653Z,2023-01-04T08:02:07.774653Z,6,1,120,1877,1,10,1,128,128,,64,,,,,,,,,,,1,2,2,7,,,K,1,31,0,POINT Z(725327.39 6188181.49 0),5
5,173,2023-01-04T08:29:40.226984Z,2023-01-04T08:29:40.226984Z,6,1,120,1942,1,3,5,114,204,,114,,,,,,,,23,,,5,1,5,1,5,,K,1,31,0,POINT Z(721812.67 6189308.61 0),5
8,101,2023-01-04T08:39:30.575158Z,2023-01-04T08:39:30.575158Z,6,1,120,1922,1,5,2,108,116,,108,,,13,25,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(718977.76 6173627.05 0),5
8,101,2023-01-04T09:06:39.765029Z,2023-01-04T09:06:39.765029Z,6,1,120,1914,1,5,2,146,185,,73,,,,,,,,,,,2,2,1,,,,K,1,11,0,POINT Z(720405.39 6174181.35 0),5
8,101,2023-01-04T09:28:42.471399Z,2023-01-04T09:28:42.471399Z,6,1,120,1925,5,5,1,72,126,,72,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718572.76 6176203.57 0),5
8,101,2023-01-04T09:35:11.65927Z,2023-01-04T09:35:11.65927Z,6,1,120,1947,1,4,1,105,92,,105,,,,13,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(719261.24 6173812.31 0),5
8,173,2023-01-05T07:06:40.906602Z,2023-01-05T07:06:40.906602Z,6,1,120,1927,1,5,5,126,173,,126,,,,,,,,,,,5,1,5,1,,,K,1,31,0,POINT Z(720659.67 6185488.27 0),5
8,101,2023-01-04T09:39:45.737881Z,2023-01-04T09:39:45.737881Z,6,1,120,1933,1,5,2,108,153,,108,,,3,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719877.75 6177997.09 0),5
8,101,2023-01-04T09:46:37.113617Z,2023-01-04T09:46:37.113617Z,6,1,120,1936,1,2,2,109,109,,109,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(720784.19 6179649.86 0),5
8,101,2023-01-04T09:53:43.161616Z,2023-01-04T09:53:43.161616Z,6,1,120,1922,1,5,1,87,110,,87,,,,17,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(718186.34 6177837.66 0),5
4,101,2023-01-04T10:02:19.836926Z,2023-01-04T10:02:19.836926Z,6,2,120,1928,1,2,2,104,104,0,52,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(724800.52 6177525.86 0),5
5,173,2023-01-04T10:05:59.631986Z,2023-01-04T10:05:59.631986Z,6,1,120,1900,2,3,2,118,118,,118,,,,,,,,41,,,2,1,2,7,,,K,1,31,0,POINT Z(720610.77 6185679.69 0),5
8,101,2022-01-24T09:08:54.542123Z,2022-01-24T09:08:54.542123Z,6,1,120,1932,1,5,1,143,179,,143,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717885.14 6177996.56 0),5
8,101,2022-01-24T09:38:06.63418Z,2022-01-24T09:38:06.63418Z,6,1,120,1928,1,5,1,116,116,,66,,,,,,,,19,,,1,2,1,,2,,K,1,11,0,POINT Z(720199.14 6179246.11 0),5
5,173,2023-01-04T10:38:13.888619Z,2023-01-04T10:38:13.888619Z,6,1,120,1949,1,5,5,109,150,,109,,,,,,,,,,,5,1,5,1,5,,K,1,31,0,POINT Z(720549.3 6185866.21 0),5
8,173,2023-01-05T07:07:12.703713Z,2023-01-05T07:07:12.703713Z,6,1,120,2021,1,5,1,176,176,,176,,,,,,,,20,,,2,1,2,7,,,M,1,11,0,POINT Z(720535.28 6185471.43 0),5
4,101,2022-01-24T10:41:49.537812Z,2022-01-24T10:41:49.537812Z,6,1,120,1933,1,3,1,89,89,,89,,,,,,,,6,,,1,1,1,,90,,K,1,11,0,POINT Z(719041.53 6178524.64 0),5
8,101,2023-01-04T11:28:20.409489Z,2023-01-04T11:28:20.409489Z,6,1,120,1935,1,5,2,81,148,,81,,,,,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(719399.06 6173937.17 0),5
8,101,2023-01-04T11:34:47.23659Z,2023-01-04T11:34:47.23659Z,6,1,120,1933,1,5,2,72,119,,72,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(719022.17 6173692.04 0),5
8,101,2023-01-04T11:43:25.022519Z,2023-01-04T11:43:25.022519Z,6,1,120,1897,1,90,1,146,146,,74,,,,,,,,,,,2,2,1,,90,,K,1,11,0,POINT Z(722692.29 6177725.59 0),5
5,173,2023-01-04T11:50:22.280694Z,2023-01-04T11:50:22.280694Z,6,1,120,1920,5,2,5,221,209,,221,,,,12,,,,,,,2,1,5,1,5,,K,1,31,0,POINT Z(722185.45 6187796.99 0),5
8,101,2023-01-04T12:00:17.755191Z,2023-01-04T12:00:17.755191Z,6,1,120,1904,1,5,1,130,205,,130,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(720995.67 6179588.31 0),5
8,101,2023-01-05T05:42:36.253737Z,2023-01-05T05:42:36.253737Z,6,1,120,1924,1,5,1,93,141,,93,,,,,,,,19,,,1,1,1,,,,K,1,11,0,POINT Z(719617.84 6179249.6 0),5
8,101,2022-01-25T08:35:10.98485Z,2022-01-25T08:35:10.98485Z,6,1,120,1909,1,5,1,179,174,,89,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(718963.2 6179124 0),5
8,101,2023-01-04T12:08:35.51858Z,2023-01-04T12:08:35.51858Z,6,1,120,1930,1,5,2,81,139,,81,,,,,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(721820.46 6180938.86 0),5
5,173,2023-01-04T12:08:53.052042Z,2023-01-04T12:08:53.052042Z,6,1,120,1956,1,5,1,184,184,,184,,,,,,,,,,,1,1,5,1,5,,K,1,31,0,POINT Z(719469.73 6187579.11 0),5
8,101,2023-01-04T12:18:50.522719Z,2023-01-04T12:18:50.522719Z,6,1,120,1936,1,5,1,96,156,,96,,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(717937.1 6177755.74 0),5
8,173,2023-01-05T07:09:53.801522Z,2023-01-05T07:09:53.801522Z,6,1,120,1956,2,10,1,123,113,10,123,,,,,,,,,,,5,1,2,7,2,,K,1,31,0,POINT Z(720399.31 6188589.8 0),5
25,101,2022-01-25T10:10:42.771408Z,2022-01-25T10:10:42.771408Z,6,365,120,2017,5,90,1,82,82,,82,,,,,,,,7,,,1,1,1,,90,,K,1,11,0,POINT Z(725840.49 6172549.67 0),5
8,101,2023-01-04T12:33:18.450422Z,2023-01-04T12:33:18.450422Z,6,1,120,1933,1,5,2,79,134,,79,,,,,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(727181.42 6172627.29 0),5
5,173,2022-01-26T07:04:35.477206Z,2022-01-26T07:04:35.477206Z,6,1,120,1981,1,5,2,209,209,,123,,,,,,,,,,,2,2,2,7,2,,K,1,31,0,POINT Z(715333.32 6188861.37 0),5
5,173,2022-01-26T07:07:31.525466Z,2022-01-26T07:07:31.525466Z,6,1,120,1952,2,5,5,91,152,,91,,,,,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(718415.89 6188471.81 0),5
8,173,2022-01-26T07:24:55.613656Z,2022-01-26T07:24:55.613656Z,6,1,120,1962,1,6,1,194,194,,194,,,,,,,,2,,,5,1,2,7,5,,K,1,31,0,POINT Z(715636.46 6188959.25 0),5
8,101,2023-01-04T13:00:11.519815Z,2023-01-04T13:00:11.519815Z,6,1,120,1931,1,5,2,94,172,,94,,,,,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(726845.24 6173317.52 0),5
8,101,2023-01-05T06:39:51.121607Z,2023-01-05T06:39:51.121607Z,6,1,120,1967,1,10,1,124,124,,124,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(725904.03 6172905.52 0),5
8,101,2023-01-04T13:05:39.156727Z,2023-01-04T13:05:39.156727Z,6,1,120,1927,1,5,1,90,170,,90,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718895.67 6178477.31 0),5
8,101,2023-01-04T13:17:23.214528Z,2023-01-04T13:17:23.214528Z,6,1,120,1951,1,5,2,159,224,,159,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(725031.34 6180508.33 0),5
8,101,2023-01-05T06:47:17.183413Z,2023-01-05T06:47:17.183413Z,6,1,120,1928,1,2,1,122,122,,122,,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(718203.77 6177021.44 0),5
8,101,2023-01-04T13:19:19.189331Z,2023-01-04T13:19:19.189331Z,6,1,120,1950,1,5,2,67,112,,67,,,,,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(721072.49 6180138.33 0),5
8,101,2023-01-04T13:28:19.850008Z,2023-01-04T13:28:19.850008Z,6,80,120,1962,5,2,1,115,115,,115,,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(725799.22 6170679.29 0),5
8,101,2023-01-04T13:36:23.563017Z,2023-01-04T13:36:23.563017Z,6,1,120,1935,1,5,1,80,80,,80,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718633.02 6177414.34 0),5
8,173,2022-01-26T13:45:09.899947Z,2022-01-26T13:45:09.899947Z,6,1,120,1944,1,5,5,114,114,,114,,,,,,,,,,,5,1,5,1,,,K,1,31,0,POINT Z(717599 6188353.09 0),5
8,101,2023-01-04T13:58:59.265286Z,2023-01-04T13:58:59.265286Z,6,1,120,1923,1,5,2,78,138,,78,,,,,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(720984.64 6179402.29 0),5
4,101,2022-01-27T08:44:59.844807Z,2022-01-27T08:44:59.844807Z,6,1,120,1933,1,6,1,89,177,,89,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719476.13 6179351.51 0),5
8,101,2023-01-05T07:33:19.501728Z,2023-01-05T07:33:19.501728Z,6,1,120,1921,1,4,2,76,129,,76,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(721145.21 6179393.29 0),5
8,173,2023-01-05T07:36:07.241274Z,2023-01-05T07:36:07.241274Z,6,1,120,1997,1,4,2,148,148,,148,,,,,,,,,,,5,1,2,7,90,,K,1,31,0,POINT Z(722187.78 6188275.74 0),5
8,101,2023-01-05T18:31:11.822289Z,2023-01-05T18:31:11.822289Z,6,1,120,1928,1,5,1,83,143,,83,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(719900.23 6177317.17 0),5
4,101,2022-01-27T11:11:42.833718Z,2022-01-27T11:11:42.833718Z,6,1,120,1865,1,5,1,110,162,,110,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(721002.58 6174563.66 0),5
8,101,2023-01-06T08:02:19.458791Z,2023-01-06T08:02:19.458791Z,6,1,120,1911,1,5,2,98,151,,98,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(727721.05 6173038.34 0),5
4,101,2022-01-27T13:28:05.105757Z,2022-01-27T13:28:05.105757Z,6,1,120,1953,1,5,2,119,139,,119,,,,,,,,18,,,2,1,1,,90,,K,1,11,0,POINT Z(721291.28 6180753.03 0),5
8,101,2023-01-05T08:31:45.529007Z,2023-01-05T08:31:45.529007Z,6,84,120,1973,5,1,1,56,56,,56,,,,,,,,13,,,1,1,1,,90,,K,1,11,0,POINT Z(725804.55 6171306.71 0),5
5,173,2022-01-27T15:35:45.967561Z,2022-01-27T15:35:45.967561Z,6,1,120,1960,1,3,2,142,142,,142,,,,,,,,0,,,1,1,2,7,2,,K,1,31,0,POINT Z(715872.61 6189001.74 0),5
8,101,2023-01-05T08:46:40.189379Z,2023-01-05T08:46:40.189379Z,6,1,120,1979,1,5,1,80,145,,80,,,,,,,,,,,2,1,1,,2,,K,1,11,0,POINT Z(728133.39 6172998.49 0),5
5,173,2022-01-27T16:50:44.004232Z,2022-01-27T16:50:44.004232Z,6,1,120,1962,1,2,2,168,153,,168,,15,,,,,,13,,,2,1,2,7,5,,K,1,31,0,POINT Z(715757.82 6188982.96 0),5
5,173,2022-01-28T07:01:04.864039Z,2022-01-28T07:01:04.864039Z,6,1,120,1900,1,3,2,107,170,,107,,,,,,,,,,,2,1,5,1,,,K,1,31,0,POINT Z(721950.31 6186879 0),5
8,173,2022-01-28T07:02:21.720717Z,2022-01-28T07:02:21.720717Z,6,1,120,1933,1,5,2,118,161,,118,,,,18,,,,,,,2,1,2,7,2,,K,1,31,0,POINT Z(720640.49 6185651.57 0),5
5,173,2022-01-28T07:40:55.638026Z,2022-01-28T07:40:55.638026Z,6,1,120,1955,1,2,1,160,148,,160,,,,12,,,,,,,2,1,5,1,5,,K,1,31,0,POINT Z(717574.27 6187143.52 0),5
8,101,2023-01-05T08:52:47.573091Z,2023-01-05T08:52:47.573091Z,6,1,120,1936,1,2,2,124,124,,124,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(728765.59 6173819.4 0),5
5,173,2023-01-05T09:14:18.52713Z,2023-01-05T09:14:18.52713Z,6,1,120,1954,2,1,1,168,168,,105,,,,,,,,,,,5,2,5,1,,,K,1,31,0,POINT Z(721805.62 6189384.45 0),5
8,101,2023-01-05T09:17:32.608172Z,2023-01-05T09:17:32.608172Z,6,1,120,1931,1,5,1,79,129,,79,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718841.37 6175677.44 0),5
25,101,2022-01-31T05:16:47.766726Z,2022-01-31T05:16:47.766726Z,6,1,120,1960,1,1,1,141,141,,141,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(717751.19 6178568.15 0),5
5,173,2022-01-31T06:05:28.980163Z,2022-01-31T06:05:28.980163Z,6,1,120,1971,1,3,1,137,221,,137,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(722232.86 6187409.23 0),5
8,101,2023-01-05T09:31:07.750518Z,2023-01-05T09:31:07.750518Z,6,1,120,1932,1,10,1,105,89,,105,,,,16,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(728380.22 6173580.42 0),5
8,101,2022-01-31T08:22:18.755571Z,2022-01-31T08:22:18.755571Z,6,1,120,1937,1,5,1,117,213,,117,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(717939.77 6177847.62 0),5
2,101,2023-01-05T09:49:06.755498Z,2023-01-05T09:49:06.755498Z,6,1,120,1922,1,5,2,121,150,,121,,,,8,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(726954.07 6172325.27 0),5
5,173,2022-01-31T09:34:16.622696Z,2022-01-31T09:34:16.622696Z,6,1,120,1962,2,5,5,162,239,,156,,,,,,,,,,,2,1,2,7,5,,K,1,31,0,POINT Z(716161.77 6188682.75 0),5
8,101,2023-01-05T10:10:46.396374Z,2023-01-05T10:10:46.396374Z,6,1,120,1936,2,2,2,108,108,,108,,,,,,,,20,,,2,1,8,2,,,K,1,11,0,POINT Z(718156.26 6179424.27 0),5
8,101,2023-01-05T10:19:21.50803Z,2023-01-05T10:19:21.50803Z,6,1,120,1911,1,5,2,152,152,,76,,,,,,,,9,,,2,2,1,,,,K,1,11,0,POINT Z(727821.62 6173290.79 0),5
8,101,2022-02-01T07:24:19.343757Z,2022-02-01T07:24:19.343757Z,6,1,120,1932,2,5,1,121,197,,102,,,,,,,,10,,,1,1,1,,90,,K,1,11,0,POINT Z(717097.36 6179154.92 0),5
4,101,2022-02-01T07:41:52.022984Z,2022-02-01T07:41:52.022984Z,6,1,120,1927,1,5,2,69,122,,69,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(727933.72 6172375 0),5
5,173,2022-02-01T08:25:17.502588Z,2022-02-01T08:25:17.502588Z,6,1,120,1936,1,5,5,267,239,,159,,,,28,,,,,,,2,2,2,7,5,,K,1,31,0,POINT Z(718658.34 6187515.84 0),5
8,101,2023-01-05T11:14:07.950167Z,2023-01-05T11:14:07.950167Z,6,1,120,1928,1,10,1,85,80,,85,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(728055.92 6174168.5 0),5
8,101,2023-01-05T11:18:43.53973Z,2023-01-05T11:18:43.53973Z,6,31,120,1976,5,2,1,65,65,,65,,,,,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(717876.23 6179834.26 0),5
8,101,2023-01-05T11:21:53.052705Z,2023-01-05T11:21:53.052705Z,6,1,120,1933,1,5,2,70,125,,70,,,,,,,,,,,2,1,1,,,,K,1,11,0,POINT Z(719246.75 6174265.36 0),5
5,173,2022-02-01T12:14:55.423928Z,2022-02-01T12:14:55.423928Z,6,1,120,1939,1,5,5,117,125,,117,,,,,,,,,,,1,1,2,7,,,K,1,31,0,POINT Z(719527.49 6187700.15 0),5
8,101,2023-01-05T11:46:45.592112Z,2023-01-05T11:46:45.592112Z,6,1,120,1918,1,5,2,175,175,,94,,,,,,,,,,,2,2,1,,90,,K,1,11,0,POINT Z(718957.15 6177049 0),5
4,101,2022-02-02T08:41:25.053962Z,2022-02-02T08:41:25.053962Z,6,11,120,1940,5,2,1,85,85,,85,,,,,,,,27,,,1,1,5,1,90,,K,1,11,0,POINT Z(726055.84 6171017.37 0),5
8,101,2023-01-05T12:02:58.12143Z,2023-01-05T12:02:58.12143Z,6,1,120,1947,1,5,2,85,130,,85,,,,,,,,,,,2,1,1,,90,,K,1,11,0,POINT Z(726130.7 6171746.51 0),5
9,173,2022-02-02T09:50:21.848021Z,2022-02-02T09:50:21.848021Z,6,1,120,1948,1,5,5,147,136,,147,,,,20,,,,,,,5,1,2,7,5,,K,1,31,0,POINT Z(719598.84 6187593.07 0),5
8,101,2023-01-05T12:14:32.762846Z,2023-01-05T12:14:32.762846Z,6,1,120,1975,1,10,1,80,125,,80,,,,,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(718427.55 6178546.87 0),5
8,101,2023-01-05T12:18:59.773577Z,2023-01-05T12:18:59.773577Z,6,1,120,1936,1,2,1,220,220,,110,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(717825.35 6179194.44 0),5
8,101,2023-01-05T12:22:55.749763Z,2023-01-05T12:22:55.749763Z,6,48,120,1949,2,1,1,126,126,,126,,,,0,,,,,,,1,1,1,,90,,K,1,11,0,POINT Z(725689.56 6170689.17 0),5
8,101,2023-01-05T12:27:07.010352Z,2023-01-05T12:27:07.010352Z,6,1,120,1956,1,6,1,93,93,,93,,,,,,,,11,,,1,1,1,,90,,K,1,11,0,POINT Z(717610.2 6179315.52 0),5
1,101,2022-02-02T12:15:23.510289Z,2022-02-02T12:15:23.510289Z,6,237,120,2021,5,4,1,84,84,,84,,,,,,,,,,,1,1,1,,,,K,1,11,0,POINT Z(726405.44 6171832.54 0),5
2,101,2023-01-05T12:31:43.663949Z,2023-01-05T12:31:43.663949Z,6,1,120,1925,1,5,1,104,139,,104,,,,20,,,,,,,1,1,1,,2,,K,1,11,0,POINT Z(723034.53 6180758.44 0),5
8,101,2023-01-05T12:34:01.283999Z,2023-01-05T12:34:01.283999Z,6,1,120,1929,1,5,1,88,88,,56,,,,,,,,,,,1,2,1,,90,,K,1,11,0,POINT Z(718560.42 6178219.74 0),5
8,101,2023-01-05T12:40:12.846092Z,2023-01-05T12:40:12.846092Z,6,1,120,1924,1,5,1,99,144,,99,,,,,,,,,,,5,1,1,,90,,K,1,11,0,POINT Z(726552.65 6171894.32 0),5
